id,betweenness,closeness,clustering
1509917265210363912,2.635269765003253e-07,0.41878692840749454,0.7962962962962963
1497124621572734977,0.0,0.5200799956165895,1.0
1486051295723233281,0.0,0.0,0.0
1504072538313342978,0.0010806805559023585,0.6639410942173186,0.469232594734517
1486461474692292609,5.948545069655485e-05,0.4791153239043513,0.6477418664383562
1493242420082978820,0.0,0.44161934203357606,1.0
1511407086999121926,3.6821988485369847e-06,0.5231412905548166,0.9760190731141786
1498979201436819458,0.0,0.5200799956165895,1.0
1491781549603397635,9.072719455292428e-05,0.4841906980982533,0.6250966620346413
1511141606610583553,0.00021653767840562596,0.4915550980232383,0.48367076321581387
1487863255552905231,0.0,0.4206589709483642,1.0
1487504591486951432,0.0010804644900359955,0.5781590410251641,0.5008592689984751
1479135255466545152,0.0,0.46948380528734535,1.0
1481973134672769039,0.0,0.0,0.0
1497671747558121477,0.0,0.0,0.0
1491234182588211202,0.00015817658240914852,0.5188991458049397,0.8586981880395054
1489363092601548803,0.0,0.0,0.0
1486247571995738115,8.578160791592315e-05,0.5459952445449247,0.772868584372508
1514025590646583302,1.247911279787746e-05,0.4533199395059873,0.6151981750784146
1494635077401149442,0.00021158538953982775,0.5815216526778004,0.6883432464033349
1479927163436548100,8.478608982744997e-05,0.4544144486625846,0.5539731682146543
1491381399756095490,6.081417411868438e-06,0.44376312524733125,0.6314363143631436
1491585181081382914,0.0008351208861756883,0.5739071090642617,0.5274507326631657
1494427704296415237,0.00026824696742134543,0.5377364929467662,0.6811774901685049
1485330253199417346,0.0,0.47309361718664183,1.0
1506650740474920972,0.0001905659855317343,0.5725719636781064,0.6702273422318116
1491972072267862017,0.0,0.448176513942185,1.0
1487349869618642947,0.0,0.0,0.0
1479387355018522627,0.00017175636803180093,0.53060234378661,0.7503071291183223
1490774872494071810,7.210431121362887e-05,0.49528361192465303,0.6634766527970412
1483504505031467020,0.0,0.0,0.0
1507890169977970694,0.0004059083842723222,0.5619129141259673,0.569595435549958
1514257202709676034,0.0004374405651948952,0.6129371902362564,0.5724063312473748
1482432412474912768,7.994764043118573e-05,0.5120070624153078,0.7289264976632205
1488946590236741633,8.595122317292559e-05,0.48287535964884676,0.7368133476436726
1483899596002766852,0.0,0.40099412621045977,1.0
