id,betweenness,closeness
1509917265210363912,2.635269765003253e-07,0.41878692840749454
1497124621572734977,0.0,0.5200799956165895
1486051295723233281,0.0,0.0
1504072538313342978,0.0010806805559023585,0.6639410942173186
1486461474692292609,5.948545069655485e-05,0.4791153239043513
1493242420082978820,0.0,0.44161934203357606
1511407086999121926,3.6821988485369847e-06,0.5231412905548166
1498979201436819458,0.0,0.5200799956165895
1491781549603397635,9.072719455292428e-05,0.4841906980982533
1511141606610583553,0.00021653767840562596,0.4915550980232383
1487863255552905231,0.0,0.4206589709483642
1487504591486951432,0.0010804644900359955,0.5781590410251641
1479135255466545152,0.0,0.46948380528734535
1481973134672769039,0.0,0.0
1497671747558121477,0.0,0.0
1491234182588211202,0.00015817658240914852,0.5188991458049397
1489363092601548803,0.0,0.0
1486247571995738115,8.578160791592315e-05,0.5459952445449247
1514025590646583302,1.247911279787746e-05,0.4533199395059873
1494635077401149442,0.00021158538953982775,0.5815216526778004
1479927163436548100,8.478608982744997e-05,0.4544144486625846
1491381399756095490,6.081417411868438e-06,0.44376312524733125
1491585181081382914,0.0008351208861756883,0.5739071090642617
1494427704296415237,0.00026824696742134543,0.5377364929467662
1485330253199417346,0.0,0.47309361718664183
1506650740474920972,0.0001905659855317343,0.5725719636781064
1491972072267862017,0.0,0.448176513942185
1487349869618642947,0.0,0.0
1479387355018522627,0.00017175636803180093,0.53060234378661
1490774872494071810,7.210431121362887e-05,0.49528361192465303
1483504505031467020,0.0,0.0
1507890169977970694,0.0004059083842723222,0.5619129141259673
1514257202709676034,0.0004374405651948952,0.6129371902362564
1482432412474912768,7.994764043118573e-05,0.5120070624153078
1488946590236741633,8.595122317292559e-05,0.48287535964884676
1483899596002766852,0.0,0.40099412621045977
1501213655958003715,4.122065811108679e-05,0.5152225657058387
1495835798490521602,0.0,0.0
1486077694601269254,0.00025153894880669444,0.5876092071686424
1514317584623099909,1.8167826321449153e-05,0.46229332943696844
1494398869601464332,6.415755983782229e-05,0.4794024772300357
1497146872909242369,3.6821988485369847e-06,0.5231412905548166
1513658399627563017,0.0007330971414251578,0.5938255629237673
1486649868634533888,0.0001866470496211618,0.5836432201811854
1510986820196130818,0.0002714055443349302,0.5843894306910061
1503109935793590272,0.0001581530420668575,0.5295485158942831
1502336090715348996,0.00035785231270161013,0.5836432201811854
1499099735164170240,0.0,0.0
1491841088021278734,0.0,0.0
1501661631188815881,2.6772576253038638e-05,0.4991469786323336
1503377986694828032,0.00025378207468543473,0.610830876867747
1506632025025007620,0.0,0.0
1496900546741129220,3.6821988485369847e-06,0.5231412905548166
1507844875764514824,7.41718774519047e-06,0.4397982313447778
1514564527123312643,0.00022657505102601083,0.546461508630787
1506420489987756040,0.00025426641820600683,0.5851375517617516
1508885462944989194,0.0002630211842966745,0.5468350936648878
1486647434520502275,1.0793072179999392e-07,0.45838569241164157
1483494414018297861,0.0,0.4519113182250365
1478071426573869061,4.970357159562468e-05,0.47190739425269296
1512258962036604928,0.0004023388082275537,0.5320139895299731
1477968016432414723,0.00036097806982767313,0.5619129141259673
1488135032355049472,0.000338510048430305,0.5313954713557978
1515414779103432708,0.0011885854387195338,0.6611969690087328
1495511119322095623,0.00022159256240160904,0.5229702734608137
1510849652668653571,7.168610671338329e-05,0.4993806981478474
1514207775596986376,0.0,0.43442391487213283
1504897949096202243,0.00040206723412299295,0.5789960428941835
1508440054850592777,0.0,0.47309361718664183
1495741366038667265,0.00021395292613212151,0.607237072126259
1491230430875590661,0.0,0.442596781440484
1510692379585560585,2.2782592189296504e-05,0.527279520934947
1483447064193384461,5.3422005423717645e-05,0.47854204801574307
1513668281739235333,1.4701749482305235e-05,0.4673578926428949
1489773289304117248,0.0,0.0
1503898892982796296,0.0010010017098002631,0.6529657414353588
1481023139551264770,0.0,0.0
1514294946303512581,1.5608452872094082e-06,0.4457414506872748
1512004783749615621,4.7553979931946855e-06,0.4737941852559246
1499079500851781633,0.0,0.5200799956165895
1502016469546246153,0.0,0.0
1483773742568419331,0.00032365295266159963,0.5735984462232446
1481396864729718788,6.0744826190769105e-05,0.5172214893361232
